customer_name,total_sales,cum_share,tier
Vincent Huang,5314,0.3844599444244771,A
Leah Guo,5314,0.3846569849820908,A
Zachary Flores,5314,0.38485402553970444,A
Kaitlyn Powell,5310,0.3850509177792469,A
Blake Griffin,5308,0.3852477358597537,A
Patricia Saunders,5308,0.3854445539402605,A
Carla Rana,5306,0.38564129786173174,A
Trisha Liu,5304,0.38583796762416733,A
Theresa Dominguez,5304,0.38603463738660293,A
Shannon Zhou,5300,0.38623115883096737,A
Olivia Alexander,5295,0.3864274948777427,A
Lawrence Gutierrez,5293,0.3866237567654825,A
Gina Hernandez,5290,0.3868199074146688,A
Franklin Sun,5279,0.3870156501891593,A
Lacey Ma,5279,0.3872113929636498,A
Joseph Jackson,5279,0.3874071357381403,A
Andy Vazquez,5279,0.3876028785126308,A
Ioannis Xylaras,5279,0.3877986212871213,A
Cesar Chandra,5279,0.38799436406161175,A
Stefanie Rana,5279,0.3881901068361023,A
Timothy Scott,5279,0.38838584961059275,A
Alvin Jai,5279,0.3885815923850833,A
Melody Suarez,5258,0.38877655648969983,A
Nathan Jenkins,5255,0.388971409355763,A
Megan Richardson,5253,0.38916618806279063,A
Casey Nath,5253,0.3893609667698182,A
Krystal Liang,5251,0.38955567131781016,A
Marcus Hayes,5250,0.3897503387862843,A
Eddie Vazquez,5250,0.3899450062547585,A
Gloria Carlson,5244,0.3901394512461258,A
Deb Torres,5241,0.3903337849989397,A
Raul Rai,5237,0.3905279704336824,A
Tina Chandra,5237,0.3907221558684251,A
Omar Nath,5237,0.3909163413031678,A
Kristine Hernandez,5234,0.3911104154993571,A
Michele Suarez,5229,0.3913043042979574,A
Colin Tang,5221,0.39149789646041516,A
Albert Moreno,5218,0.3916913773843196,A
Erika Suarez,5217,0.3918848212287062,A
Karl Lal,5217,0.3920782650730928,A
Joe Martin,5216,0.39227167183796163,A
Roger Ma,5215,0.39246504152331263,A
Brandon Robinson,5207,0.3926581145725212,A
Joe Perez,5207,0.3928511876217297,A
Dwayne Navarro,5205,0.3930441865119027,A
Gerald Madan,5203,0.39323711124304006,A
Brendan Andersen,5202,0.39342999889465957,A
Todd Huang,5201,0.3936228494667613,A
Priscilla Rai,5200,0.3938156629593452,A
Jon Zeng,5200,0.39400847645192916,A
Rafael Wu,5199,0.3942012528649953,A
Louis Gao,5199,0.39439402927806144,A
Jerry She,5196,0.3945866944525741,A
Abby Raman,5193,0.3947792483885334,A
Micah Wang,5188,0.3949716169269037,A
Bethany Shan,5185,0.39516387422672056,A
Wesley Yang,5182,0.395356020287984,A
Lydia Sai,5181,0.39554812926972965,A
Veronica Chandra,5178,0.3957401270129219,A
Alejandro Kumar,5177,0.3959320876765963,A
Jennifer Patterson,5177,0.3961240483402707,A
Janelle Sanchez,5169,0.3963157123678027,A
April Jai,5168,0.3965073393158169,A
Brittany Price,5166,0.3966988921047955,A
Johnny Lal,5161,0.396890259496185,A
Rosa He,5161,0.3970816268875746,A
Barbara Wang,5159,0.3972729201199285,A
Arthur Prasad,5158,0.39746417627276465,A
Crystal Li,5152,0.39765520994849396,A
Meagan Raman,5151,0.3978462065447055,A
Samantha Martinez,5148,0.3980370919023635,A
Ruben Vazquez,5142,0.39822775478291483,A
Derek Xie,5141,0.3984183805839483,A
Marie Ramos,5140,0.3986089693054639,A
April Beck,5140,0.3987995580269796,A
Justin Alexander,5139,0.3989901096689774,A
Johnny Raje,5138,0.39918062423145745,A
Taylor Barnes,5137,0.3993711017144197,A
Nichole Tang,5135,0.39956150503834637,A
Micheal Rubio,5135,0.399751908362273,A
Wyatt Mitchell,5123,0.39994186673198595,A
Jessie Alvarez,5121,0.4001317509426633,A
Olivia Kelly,5121,0.4003216351533407,A
Clayton Andersen,5121,0.400511519364018,A
Tara Raji,5118,0.400701292336142,A
Willie Rai,5117,0.40089102822874817,A
Nicolas Tang,5111,0.40108054164424745,A
Sydney Thomas,5111,0.4012700550597468,A
Marc Schmidt,5111,0.4014595684752461,A
Jermaine Chandra,5108,0.401648970652192,A
Edward Miller,5105,0.4018382615905845,A
Brendan Kumar,5086,0.4020268480181387,A
Terrence Carson,5069,0.4022148040938902,A
Ross Munoz,5064,0.4024025747720527,A
Kelli Cai,5059,0.4025901600526262,A
Jacquelyn Gutierrez,5056,0.4027776340946463,A
Levi Suri,5048,0.40296481150052393,A
Julian Ross,5035,0.4031515068726701,A
Jaclyn Nara,5035,0.40333820224481626,A
Cynthia Malhotra,5034,0.40352486053744463,A
Christy Shan,5032,0.40371144467103737,A
Nancy Schmidt,5032,0.40389802880463016,A
Ruth Suri,5030,0.40408453877918726,A
Nicolas Kumar,5027,0.404270937515191,A
Tyrone Serrano,5025,0.40445726209215915,A
Nina Kumar,5024,0.40464354958960946,A
Brittney Sun,5024,0.4048298370870598,A
Linda Navarro,5020,0.40501597626643887,A
Lindsey Luo,5012,0.40520181880967554,A
Alan Zheng,5007,0.4053874759553232,A
Jenny Zeng,5006,0.40557309602145303,A
Joe Sanchez,4987,0.40575801157674457,A
Erick Sai,4985,0.40594285297300053,A
Erica Hu,4978,0.4061274348126318,A
Walter Serrano,4977,0.40631197957274534,A
Denise Martinez,4977,0.4064965243328588,A
Cindy Sai,4976,0.4066810320134545,A
Candace Sanchez,4973,0.40686542845549684,A
Brian Rivera,4971,0.40704975073850347,A
Shaun Carson,4971,0.40723407302151016,A
Darryl Wu,4970,0.40741835822499906,A
Shaun Chapman,4968,0.4076025692694523,A
Calvin Chande,4966,0.40778670615486995,A
Virginia Gonzalez,4965,0.4079708059607698,A
Wendy Romero,4965,0.40815490576666963,A
Jarrod Prasad,4959,0.4083387830954627,A
Brendan Rai,4959,0.40852266042425567,A
Jaclyn Luo,4958,0.4087065006735309,A
Ronnie Zeng,4956,0.4088902667637705,A
Melinda Rubio,4956,0.4090740328540101,A
Albert Navarro,4947,0.40925746522858947,A
Julian Flores,4943,0.4094407492850976,A
Ramon Ye,4943,0.4096240333416058,A
Xavier Bailey,4940,0.4098072061595605,A
Larry Blanco,4935,0.4099901935799262,A
Jaclyn Zhou,4935,0.41017318100029193,A
Colleen Ma,4935,0.41035616842065764,A
Andre Patel,4930,0.41053897044343435,A
Linda Moreno,4930,0.410721772466211,A
Gloria Serrano,4930,0.4109045744889877,A
Katrina Becker,4928,0.4110873023527288,A
Evan Edwards,4925,0.4112699189779164,A
Candace Arun,4924,0.4114524985235863,A
Ebony Moreno,4924,0.41163507806925614,A
Whitney Suri,4924,0.411817657614926,A
Orlando Hernandez,4923,0.41200020008107807,A
Luke Gonzalez,4923,0.41218274254723014,A
Nancy Sanchez,4921,0.4123652108543466,A
Leah Liang,4921,0.412547679161463,A
Julia Barnes,4921,0.41273014746857944,A
Joan Hernandez,4921,0.41291261577569593,A
Dawn Nara,4921,0.41309508408281237,A
Jennifer Collins,4921,0.4132775523899288,A
Cedric Nara,4921,0.41346002069704524,A
Anna Rogers,4921,0.4136424890041617,A
Tommy Sharma,4921,0.41382495731127816,A
Kathryn Shen,4919,0.41400735145935896,A
Nicole Coleman,4919,0.4141897456074398,A
Kelly Flores,4919,0.4143721397555207,A
Aaron Foster,4912,0.41455427434697684,A
Larry Townsend,4911,0.41473637185891526,A
Tamara Yuan,4909,0.41491839521181806,A
Philip Romero,4909,0.41510041856472085,A
Francisco Subram,4909,0.41528244191762365,A
Chloe Bryant,4905,0.41546431695245517,A
Pedro Malhotra,4900,0.41564600658969775,A
Jenny Ferrier,4900,0.41582769622694027,A
Louis He,4900,0.41600938586418285,A
Jake Yang,4900,0.41619107550142537,A
Brett Raman,4900,0.41637276513866794,A
Armando Hernandez,4900,0.41655445477591047,A
Taylor Taylor,4899,0.41673610733363525,A
Alexia Coleman,4898,0.4169177228118422,A
Lisa Roy,4895,0.4170992270514957,A
Lori Sanz,4892,0.4172806200525958,A
Kaitlyn Long,4892,0.4174620130536959,A
Jay Ramos,4886,0.4176431835776892,A
Julio Romero,4886,0.4178243541016825,A
Kate Lal,4886,0.4180055246256758,A
Denise Vance,4886,0.41818669514966905,A
Pearlie Rusek,4886,0.41836786567366235,A
Toni Garcia,4886,0.41854903619765566,A
Ann Madan,4886,0.4187302067216489,A
Jon Xu,4886,0.4189113772456422,A
Jason Li,4884,0.41909247361059987,A
Taylor Stewart,4879,0.41927338457796853,A
Juan James,4862,0.4194536651935345,A
Marshall Chen,4858,0.41963379749102925,A
Jordan Hernandez,4854,0.4198137814704528,A
Donna Anand,4852,0.41999369129084074,A
Kristi Malhotra,4850,0.42017352695219307,A
Robert Wright,4848,0.42035328845450975,A
Brian Howard,4844,0.42053290163875523,A
Miranda Powell,4843,0.4207124777434829,A
Joshua Rodriguez,4843,0.4208920538482106,A
Miranda Ross,4839,0.4210714816348671,A
Craig Gutierrez,4838,0.42125087234200576,A
Tracy Pal,4838,0.42143026304914444,A
Melissa Sanders,4837,0.4216096166767653,A
Joshua Lee,4837,0.4217889703043861,A
Destiny Murphy,4835,0.42196824977297137,A
Vanessa Ross,4835,0.42214752924155663,A
Richard Baker,4835,0.4223268087101419,A
Caleb Simmons,4833,0.4225060140196915,A
Isaac Brooks,4829,0.4226850710111699,A
Jill Martinez,4829,0.4228641280026484,A
Gabrielle Peterson,4829,0.4230431849941268,A
Abigail Coleman,4829,0.4232222419856052,A
Brianna Martin,4829,0.4234012989770836,A
Haley Torres,4828,0.42358031888904424,A
Dennis Ware,4828,0.42375933880100486,A
Morgan Rodriguez,4828,0.4239383587129655,A
Byron Ortega,4828,0.4241173786249261,A
Megan Harris,4828,0.4242963985368867,A
Jose Thompson,4828,0.42447541844884734,A
Aidan Diaz,4828,0.42465443836080796,A
Xavier Flores,4828,0.4248334582727686,A
Alexander Walker,4828,0.4250124781847292,A
Evan Campbell,4828,0.4251914980966898,A
Jordyn Powell,4828,0.42537051800865044,A
Isabelle Bryant,4828,0.42554953792061107,A
Connor Bryant,4828,0.4257285578325717,A
Lucas Sanchez,4828,0.4259075777445323,A
George Gonzalez,4827,0.4260865605769751,A
Isaiah Murphy,4827,0.4262655434094179,A
Olivia White,4826,0.4264444891623429,A
Rachel Garcia,4823,0.4266233236767145,A
Kelvin Zhu,4822,0.4268021211115683,A
Claudia Holt,4821,0.42698088146690427,A
Shane Schmidt,4821,0.42715964182224025,A
Katherine Scott,4820,0.42733836509805845,A
Vanessa Bryant,4820,0.42751708837387664,A
Kaylee Collins,4819,0.427695774570177,A
Sydney Miller,4819,0.4278744607664774,A
Maria Morgan,4818,0.42805310988325995,A
Abigail Thompson,4816,0.42823168484100693,A
Destiny Coleman,4814,0.4284101856397183,A
Christopher Johnson,4814,0.4285886864384296,A
Gabrielle Ramirez,4814,0.42876718723714097,A
Kaitlyn Rivera,4813,0.4289456509563345,A
Marcus Martinez,4813,0.4291241146755281,A
Antonio Bryant,4813,0.42930257839472163,A
Hailey Perez,4813,0.4294810421139152,A
Rachel Bradley,4813,0.42965950583310875,A
Cassidy Bryant,4813,0.42983796955230225,A
Andrew Wedge,4812,0.430016396191978,A
Kevin Campbell,4811,0.43019478575213593,A
Jose Garcia,4810,0.43037313823277606,A
Robyn Ruiz,4810,0.43055149071341625,A
Joe Sanz,4809,0.43072980611453854,A
Alexandra Thomas,4809,0.4309081215156609,A
Kyle Bryant,4807,0.4310863627577476,A
Jasmine Thomas,4807,0.43126460399983435,A
Jake Wang,4807,0.43144284524192106,A
Blake Nelson,4805,0.4316210123249722,A
Sean Reed,4803,0.4317991052489877,A
Jeremy Collins,4803,0.4319771981730032,A
Wyatt Lee,4803,0.43215529109701867,A
Jerome Torres,4803,0.43233338402103416,A
Cameron White,4802,0.43251143986553187,A
Sarah Henderson,4802,0.43268949571002957,A
Lucas Lewis,4802,0.4328675515545273,A
Vanessa Washington,4802,0.433045607399025,A
Anthony Rodriguez,4802,0.4332236632435227,A
Kaitlyn Evans,4800,0.43340164492898475,A
Erin Bradley,4798,0.43357955245541124,A
Jordan Turner,4798,0.43375745998183773,A
Xavier Moore,4798,0.43393536750826417,A
Hailey Adams,4798,0.43411327503469066,A
Abigail Patterson,4795,0.4342910713225637,A
Sara Murphy,4795,0.4344688676104368,A
Madeline Hall,4795,0.43464666389830986,A
Ryan Perry,4795,0.4348244601861829,A
Robert Hill,4794,0.4350022193945382,A
Gabriel Turner,4793,0.43517994152337564,A
Aimee Liu,4793,0.4353576636522131,A
Ashlee Sharma,4793,0.43553538578105055,A
Ethan Williams,4793,0.43571310790988804,A
Brandon Walker,4793,0.4358908300387255,A
Miranda Washington,4793,0.43606855216756296,A
Aimee Li,4792,0.4362462372168826,A
Eduardo Turner,4789,0.4364238110276488,A
Alexandra Brown,4788,0.43660134775889725,A
Wyatt Bennett,4787,0.4367788474106279,A
Tracy Xu,4787,0.43695634706235853,A
Tabitha Arthur,4783,0.4371336983960179,A
Joseph Clark,4780,0.4373109384911239,A
Michelle James,4778,0.4374881044271943,A
Mariah Henderson,4778,0.4376652703632647,A
Rachael Rodriguez,4776,0.4378423621402995,A
John Martin,4776,0.43801945391733427,A
Hailey Mitchell,4775,0.4381965086148512,A
Zoe Peterson,4775,0.4383735633123682,A
Tiffany Zhao,4775,0.43855061800988515,A
Cody Gray,4775,0.43872767270740215,A
Dalton Evans,4774,0.4389046903254013,A
Victoria Jones,4773,0.43908167086388267,A
Jessica Johnson,4773,0.43925865140236403,A
Elijah Russell,4772,0.4394355948613276,A
Jermaine Rodriguez,4769,0.43961242708173776,A
Devin Cox,4768,0.4397892222226301,A
Dalton Lee,4767,0.43996598028400463,A
Victoria Butler,4767,0.44014273834537915,A
Cameron Jai,4765,0.4403194222477181,A
Bryant Raman,4765,0.440496106150057,A
Russell Jai,4765,0.44067279005239596,A
Danielle Bell,4765,0.4408494739547349,A
Gloria Romero,4765,0.44102615785707383,A
Riley Price,4764,0.4412028046798949,A
Brandon Rodriguez,4763,0.4413794144231982,A
Nathan Scott,4763,0.4415560241665016,A
Allen Rana,4763,0.4417326339098049,A
Brooke Murphy,4763,0.4419092436531082,A
Joanna Ortega,4761,0.4420857792373759,A
Kaitlyn Lewis,4761,0.44226231482164363,A
Mitchell Shen,4761,0.44243885040591135,A
Manuel Fernandez,4761,0.442615385990179,A
Mary Adams,4760,0.44279188449492896,A
Latoya Deng,4760,0.44296838299967883,A
Lolan Song,4760,0.44314488150442877,A
Megan Powell,4760,0.44332138000917864,A
Dalton Butler,4759,0.4434978414344108,A
Aaron King,4758,0.44367426578012503,A
Alberto Gill,4757,0.44385065304632154,A
Arthur Perez,4757,0.44402704031251805,A
Renee Martin,4757,0.4442034275787145,A
Kurt Chander,4753,0.4443796665268398,A
Bruce Martinez,4752,0.44455586839544725,A
Connor Yang,4752,0.44473207026405476,A
Emmanuel Malhotra,4752,0.4449082721326622,A
Cory Arun,4752,0.44508447400126966,A
Yolanda Chander,4752,0.44526067586987716,A
Martha Liang,4752,0.4454368777384846,A
Jamie Yang,4752,0.44561307960709207,A
Jonathon Gutierrez,4752,0.4457892814756996,A
Clarence Zhu,4752,0.445965483344307,A
Louis Zhou,4752,0.4461416852129145,A
Cory Malhotra,4752,0.446317887081522,A
Jerry Chande,4752,0.44649408895012943,A
Allen Rodriguez,4752,0.4466702908187369,A
Francisco Sai,4752,0.44684649268734433,A
Bridget Tang,4751,0.447022657476434,A
Allison Brooks,4750,0.44719878518600586,A
Ethan Davis,4750,0.44737491289557774,A
Austin Davis,4749,0.4475510035256318,A
Kristopher Garcia,4748,0.44772705707616806,A
Jenny Zheng,4747,0.4479030735471865,A
Tina Martinez,4747,0.44807909001820495,A
Daniel Wilson,4746,0.44825506940970555,A
Melissa Jenkins,4746,0.4484310488012062,A
Jennifer Adams,4745,0.448606991113189,A
Edwin Chander,4742,0.44878282218661847,A
Kristine Vazquez,4742,0.4489586532600479,A
Larry Dominguez,4741,0.4491344472539595,A
Elizabeth Ross,4741,0.4493102412478711,A
Jennifer Walker,4740,0.4494859981622649,A
Kevin Baker,4740,0.44966175507665873,A
Nathan Hughes,4737,0.4498374007524992,A
Morgan Johnson,4736,0.45001300934882177,A
Alex Sanchez,4736,0.45018861794514436,A
Dawn Huang,4734,0.4503641523824313,A
Melvin She,4733,0.4505396497402005,A
Troy Sai,4733,0.45071514709796967,A
Savannah Scott,4733,0.45089064445573884,A
Gina Torres,4733,0.45106614181350807,A
Damien Huang,4733,0.45124163917127724,A
Lacey Xu,4733,0.4514171365290464,A
Shawna Lal,4733,0.4515926338868156,A
Suzanne Zeng,4733,0.45176813124458476,A
Cristina Raje,4733,0.45194362860235393,A
Michele Jai,4733,0.4521191259601231,A
Bradley Yuan,4733,0.45229462331789233,A
Bruce Hernandez,4733,0.4524701206756615,A
Gregory She,4733,0.4526456180334307,A
Alex Campbell,4730,0.4528210041526464,A
Maria Perry,4729,0.4529963531923444,A
Misty Raji,4727,0.45317162807300676,A
Adriana Suri,4725,0.4533468287946335,A
Benjamin Brown,4725,0.45352202951626025,A
Douglas Patel,4725,0.453697230237887,A
Jaime Deng,4723,0.4538723568004781,A
Caroline Griffin,4721,0.45404740920403364,A
Melanie Bradley,4720,0.4542224245280714,A
Carmen Madan,4720,0.45439743985210906,A
Charles Richardson,4719,0.454572418096629,A
Justin Yang,4719,0.4547473963411489,A
Julian Griffin,4718,0.454922337506151,A
Amanda Cooper,4716,0.45509720451211755,A
Shawn Xie,4716,0.455272071518084,A
Jarrod Madan,4716,0.45544693852405055,A
Alyssa Diaz,4715,0.45562176845049923,A
Carolyn Ramos,4715,0.4557965983769479,A
Olivia Torres,4714,0.4559713912238788,A
Daisy Jim├®nez,4714,0.4561461840708097,A
Jonathan Powell,4712,0.456320902758705,A
Nathaniel Richardson,4710,0.4564955472875647,A
Albert Serrano,4708,0.45667011765738874,A
Candace Martinez,4706,0.4568446138681772,A
Barry Kov├ír,4706,0.4570191100789657,A
Jimmy Dominguez,4703,0.4571934950512007,A
Kristen Cai,4703,0.45736788002343576,A
Kristi Ramos,4703,0.4575422649956708,A
Kristopher Lopez,4703,0.45771664996790584,A
Anthony Anderson,4703,0.4578910349401409,A
Kyle Long,4700,0.4580653086738225,A
Arthur Washington,4699,0.45823954532798633,A
Samuel Walker,4699,0.45841378198215016,A
Phillip Suri,4698,0.45858798155679614,A
Pedro Rodriguez,4698,0.4587621811314422,A
Dustin Nara,4698,0.4589363807060882,A
Tonya She,4698,0.4591105802807342,A
Bradley Raji,4698,0.45928477985538024,A
Katrina Raji,4698,0.4594589794300263,A
Casey Pal,4698,0.45963317900467227,A
Sandra Huang,4698,0.4598073785793183,A
Dominique Garcia,4698,0.45998157815396434,A
Karen Li,4698,0.4601557777286103,A
Bryan Stewart,4698,0.46032997730325637,A
Leah Sun,4698,0.46050417687790235,A
Toni Suri,4698,0.4606783764525484,A
Edwin Ye,4698,0.4608525760271944,A
Krystal Holt,4698,0.4610267756018404,A
Daniel Martinez,4698,0.46120097517648645,A
Mathew Dominguez,4697,0.46137513767161464,A
Ethan Henderson,4697,0.4615493001667429,A
Mallory Blanco,4697,0.4617234626618711,A
Candice Zhu,4697,0.46189762515699934,A
Theodore Browning,4697,0.46207178765212753,A
Jill Carlson,4697,0.4622459501472557,A
Brandy Saunders,4697,0.462420112642384,A
David Lee,4694,0.46259416389895874,A
Jasmine Walker,4693,0.4627681780760158,A
Arthur Madan,4693,0.46294219225307276,A
Valerie Lu,4684,0.4631158727144695,A
Julio Sanz,4684,0.4632895531758663,A
Fernando King,4683,0.4634631965577452,A
Isabella Hernandez,4683,0.4636368399396242,A
Emily White,4679,0.4638103350034319,A
Kurt Anand,4674,0.4639836446696506,A
Isabella Davis,4674,0.4641569543358693,A
Gary Romero,4674,0.46433026400208804,A
Sheila Gomez,4674,0.46450357366830675,A
Nicholas Lee,4673,0.46467684625500766,A
Jack Collins,4673,0.4648501188417085,A
Rachel Rogers,4673,0.4650233914284094,A
Roberto Diaz,4672,0.46519662693559255,A
Ronnie Wagner,4670,0.46536978828374004,A
Allen Suri,4667,0.4655428383933341,A
Cynthia Chandra,4664,0.4657157772643748,A
Cedric Kumar,4664,0.46588871613541544,A
Bryant Rana,4664,0.4660616550064561,A
Marie Vazquez,4664,0.4662345938774968,A
Brandi Hernandez,4664,0.4664075327485374,A
Philip Rubio,4663,0.46658043454006026,A
Frank Hernandez,4662,0.4667532992520653,A
Eddie Ortega,4662,0.4669261639640704,A
Wyatt Rodriguez,4662,0.46709902867607545,A
Kellie Navarro,4662,0.4672718933880805,A
Ebony Mehta,4660,0.46744468394104993,A
Stanley Sanchez,4660,0.4676174744940194,A
Natasha Ruiz,4660,0.46779026504698884,A
Ross Sai,4660,0.46796305559995827,A
Dale Nara,4660,0.46813584615292775,A
Alicia Chapman,4660,0.4683086367058972,A
Mallory Moreno,4660,0.4684814272588666,A
Chad Yuan,4660,0.4686542178118361,A
Jacquelyn Hernandez,4660,0.4688270083648055,A
Corey She,4660,0.46899979891777493,A
Casey Xie,4660,0.4691725894707444,A
Randall Ramos,4660,0.46934538002371384,A
Stacey Liang,4660,0.46951817057668327,A
Michele Deng,4660,0.46969096112965275,A
Martha Ye,4660,0.4698637516826222,A
Clayton Chavez,4660,0.4700365422355916,A
Chase James,4659,0.47020929570904324,A
Alyssa Wood,4659,0.4703820491824949,A
Justin Harris,4659,0.4705548026559465,A
Mario Nath,4658,0.47072751904988036,A
Gabriella Parker,4658,0.4709002354438142,A
Hector Moreno,4658,0.47107295183774806,A
Kara Becker,4658,0.4712456682316819,A
Devon Luo,4658,0.4714183846256157,A
Nicole Washington,4658,0.47159110101954954,A
Kaylee Gonzalez,4658,0.4717638174134834,A
Elizabeth Lee,4658,0.47193653380741724,A
April She,4657,0.47210921312183324,A
Reginald Munoz,4651,0.47228166995914245,A
Christopher Winston,4650,0.47245408971693387,A
Brianna Simmons,4650,0.47262650947472523,A
Richard Rivera,4650,0.47279892923251665,A
Jason Parker,4650,0.47297134899030807,A
Jesse Richardson,4650,0.47314376874809944,A
Naomi Serrano,4650,0.47331618850589086,A
Kelsey Shen,4648,0.47348853410464664,A
Charles Howard,4648,0.4736608797034024,A
Nancy Arun,4648,0.4738332253021582,A
Heidi Chandra,4648,0.474005570900914,A
Denise Subram,4648,0.4741779164996698,A
Sarah Butler,4648,0.47435026209842557,A
Anna Robinson,4644,0.47452245937911014,A
Tristan Butler,4644,0.4746946566597947,A
Tony Pal,4644,0.4748668539404793,A
Rafael Xu,4642,0.4750389770621283,A
Mya Butler,4640,0.4752110260247416,A
Hunter Kumar,4640,0.47538307498735494,A
Dana Rubio,4640,0.4755551239499683,A
Franklin Rai,4639,0.47572713583306386,A
Brandi Suarez,4639,0.47589914771615943,A
Arturo Shen,4639,0.47607115959925494,A
Theodore Dominguez,4639,0.4762431714823505,A
Ian Wood,4638,0.47641514628592824,A
Jake Chen,4634,0.47658697277143475,A
John Garcia,4634,0.4767587992569413,A
Mary Allen,4634,0.4769306257424478,A
Kelvin Sun,4634,0.47710245222795433,A
Bruce Sai,4634,0.47727427871346084,A
Drew Jai,4633,0.47744606811944956,A
Jay Kapoor,4633,0.4776178575254383,A
Theresa Torres,4633,0.477789646931427,A
Kaylee Edwards,4633,0.4779614363374157,A
Karl Stone,4633,0.47813322574340444,A
Joe Srini,4633,0.47830501514939316,A
Diane Romero,4633,0.4784768045553819,A
Francis Romero,4633,0.4786485939613706,A
Kurt Xu,4633,0.4788203833673593,A
Sydney Wright,4631,0.47899209861431247,A
Noah King,4629,0.47916373970223,A
Mariah Sanders,4627,0.47933530663111185,A
Richard Garcia,4626,0.47950683648047593,A
Alisha Zheng,4625,0.4796783292503222,A
Clarence Ye,4625,0.4798498220201685,A
Francis Alvarez,4625,0.4800213147900148,A
Cindy Mehta,4625,0.4801928075598611,A
Jessie Moreno,4625,0.48036430032970734,A
Isabel Bryant,4625,0.48053579309955363,A
Clifford Chapman,4625,0.4807072858693999,A
Isabella Wright,4625,0.4808787786392462,A
Tiffany Yang,4625,0.4810502714090925,A
Autumn Chen,4625,0.4812217641789388,A
Kevin King,4625,0.48139325694878504,A
Darren Rubio,4625,0.48156474971863134,A
Alisha Kumar,4625,0.48173624248847763,A
Clarence Xu,4625,0.4819077352583239,A
David Li,4625,0.4820792280281702,A
Jenna Lopez,4625,0.4822507207980165,A
Sheila Navarro,4625,0.48242221356786275,A
Darryl Yang,4625,0.48259370633770904,A
Joe Schmidt,4625,0.48276519910755533,A
Natalie Miller,4624,0.48293665479788384,A
Katherine Wright,4624,0.4831081104882123,A
Elizabeth Clark,4624,0.4832795661785408,A
Morgan Edwards,4624,0.48345102186886924,A
Bryan Rivera,4620,0.4836223292411265,A
Marcus Wilson,4619,0.48379359953386597,A
Noah Young,4616,0.483964758588052,A
Gabriel Chow,4615,0.4841358805627202,A
Pamela Martinez,4615,0.4843070025373885,A
Sara Peterson,4613,0.4844780503530211,A
Briana Sandoval,4609,0.48464894985058254,A
Megan Hughes,4606,0.4848197381095905,A
Cassandra Van,4606,0.4849905263685985,A
Tristan Perry,4604,0.4851612404685709,A
Hailey James,4604,0.4853319545685433,A
Faith Murphy,4599,0.48550248327092665,A
Jon Alonso,4599,0.48567301197331003,A
Brianna Brooks,4599,0.48584354067569335,A
Nathan Hayes,4599,0.48601406937807673,A
Dalton Brooks,4598,0.4861845610009423,A
Misty Xie,4597,0.48635501554429006,A
Bryan James,4593,0.4865253217695666,A
Josue Dominguez,4590,0.4866955167562897,A
Gabrielle Washington,4588,0.4868656375839772,A
Richard Coleman,4588,0.48703575841166474,A
James Simmons,4588,0.48720587923935227,A
Virginia Vance,4588,0.4873760000670398,A
Raquel Hernandez,4586,0.4875460467356917,A
Sydney Hernandez,4583,0.48771598216579015,A
Gabrielle Butler,4583,0.4878859175958887,A
Dalton Parker,4580,0.4880557417874337,A
Jennifer Jackson,4579,0.488225528899461,A
Jorge Hu,4579,0.4883953160114883,A
Angel Rivera,4577,0.48856502896447995,A
Amanda Howard,4577,0.48873474191747157,A
Mario Ashe,4574,0.4889043436319098,A
Jackson Lopez,4574,0.48907394534634807,A
Walter Suarez,4571,0.48924343582223295,A
Julia Thomas,4569,0.48941285213908214,A
Logan Phillips,4565,0.4895821201378602,A
Jenna Mitchell,4565,0.48975138813663815,A
Taylor Moore,4564,0.4899206190558984,A
Cheryl Suarez,4564,0.4900898499751586,A
Susan Ma,4563,0.490259043814901,A
Bailey Adams,4559,0.49042808933657217,A
Natasha Romero,4559,0.49059713485824336,A
Gabriella Morris,4559,0.49076618037991454,A
Morgan Rivera,4559,0.49093522590158567,A
Marcus Wright,4559,0.49110427142325686,A
Jackson Jai,4559,0.49127331694492804,A
Isabella Brooks,4559,0.4914423624665992,A
Jay Sara,4558,0.4916113709087526,A
Alisha Zhang,4555,0.4917802681123526,A
Jordan Long,4555,0.4919491653159525,A
Shannon Dominguez,4554,0.4921180254400347,A
Sydney Collins,4554,0.49228688556411687,A
Max Moyer,4553,0.4924557086086812,A
Kevin Kumar,4552,0.49262449457372776,A
Jason Foster,4552,0.4927932805387743,A
Sheena Chander,4552,0.49296206650382085,A
Carol Nelson,4551,0.4931308153893496,A
Andrea Kelly,4549,0.49329949011584273,A
Christian Henderson,4549,0.49346816484233585,A
Danielle Cook,4549,0.493636839568829,A
Dwayne Ramos,4549,0.4938055142953221,A
Zachary Chen,4549,0.4939741890218153,A
Krystal Liu,4549,0.4941428637483084,A
Caroline Simmons,4548,0.49431150139528374,A
Jordyn Coleman,4548,0.49448013904225907,A
Meredith Ruiz,4548,0.49464877668923435,A
Natalie Edwards,4547,0.4948173772566919,A
Bob Fernandez,4547,0.49498597782414944,A
Tony Chander,4547,0.4951545783916069,A
Evan Watson,4544,0.49532306772051105,A
Blake Gonzales,4544,0.49549155704941517,A
Sara Rogers,4544,0.4956600463783193,A
Lucas Thomas,4542,0.49582846154818777,A
Ana Bradley,4540,0.4959968025590207,A
